pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,hour,day
-73.996439,40.725534,-73.956477,40.763115,1,20,2
-73.987492,40.74157,-73.978638,40.753462,5,10,3
-73.957611,40.764294,-73.958114,40.760388,1,18,2
-73.988926,40.7293,-73.918755,40.779657,1,19,6
-73.987167,40.750257,-74.000497,40.757692,1,8,3
-73.981275,40.689917,-73.99648,40.690257,2,14,6
-73.94624328613281,40.772945404052734,-73.96629333496094,40.76491165161133,1,9,1
-73.862665,40.768856,-73.923639,40.825051,2,20,0
-74.00704956054686,40.70391845703125,-74.01383972167969,40.71370315551758,2,9,4
-73.98745799999999,40.719935,-73.993832,40.727092,2,20,4
-73.965498,40.686502,-73.956745,40.676993,1,22,4
-73.963269,40.774146,-73.976897,40.759763,1,17,2
-73.871707,40.774003,-73.996877,40.742615,2,9,4
-73.96508299999999,40.772573,-73.992074,40.770581,1,21,3
-73.78372,40.648652,-73.97724699999999,40.76415,5,19,1
-74.000598,40.732085,-73.990073,40.750322,1,10,4
-73.933878,40.837683,-74.004825,40.871335,1,19,2
-74.006716,40.730995,-73.99499,40.750116,1,17,3
-74.10215,40.764943,-74.099925,40.760415,5,22,2
-74.00399999999999,40.720955,-73.991638,40.714938,2,11,4
-74.00841899999999,40.721222,-73.989649,40.756903,1,0,6
-73.98476,40.748113,-73.985803,40.742422,2,12,1
-73.980672,40.74494,-73.992168,40.749118,1,18,2
-73.965352,40.774736,-73.978776,40.762784,1,7,0
-73.982663,40.772365,-73.99109399999999,40.752438,1,9,4
-73.977527,40.758448,-74.00728199999999,40.707243,1,13,5
-73.968681,40.754807,-73.97859,40.756029,1,14,1
-73.975951,40.79157,-73.97129100000001,40.783576,2,10,5
-74.006761,40.711429,-73.98754699999999,40.70128,1,10,3
-73.982568,40.75072,-73.959898,40.75862,2,14,5
-73.97513580322266,40.756046295166016,-73.99871063232422,40.73215866088867,1,19,5
-73.98564300000001,40.738297,-73.99322,40.749553000000006,1,6,3
-73.987315,40.755348,-74.000333,40.758238,1,12,0
-73.99320300000001,40.692938,-74.00242,40.733665,1,21,5
-74.011511,40.715072,-74.005342,40.729399,4,23,3
-73.92673,40.765137,-73.997862,40.725955,6,20,5
-73.991703,40.739242,-74.005085,40.741272,1,18,1
-73.980913,40.779442,-73.96594,40.773914000000005,2,12,5
-73.959389,40.763294,-73.927451,40.832246000000005,1,7,0
-73.97959200000001,40.743712,-74.00525999999999,40.744665000000005,1,11,2
-73.870793,40.773698,-73.97745,40.755028,2,14,6
-73.984705,40.761805,-73.977542,40.757337,1,8,1
-74.005863,40.741197,-74.01141700000001,40.708317,1,2,6
-73.976325,40.766266,-73.988545,40.778533,3,16,1
-73.999122,40.739392,-73.9813,40.737975,3,19,4
-73.967063,40.766522,-73.99439699999999,40.722188,2,22,1
-73.975238,40.752597,-73.983425,40.743785,1,21,5
-73.961687,40.806129,-73.975009,40.790435,1,23,0
-73.985272,40.779414,-73.986814,40.759361,2,18,2
-73.98084399999999,40.738148,-73.990696,40.740143,2,14,4
-73.993712,40.721068,-73.987937,40.72261,2,1,4
-73.989305,40.752982,-73.9976,40.736577,6,22,2
0.0,0.0,0.0,0.0,1,21,3
-73.97823000000001,40.78593,-73.961027,40.806942,1,21,0
-73.993107,40.727987,-73.982364,40.740049,1,12,3
-73.95999,40.762315,-73.984026,40.77488,1,8,3
-73.99045699999999,40.734422,-73.997394,40.719324,1,11,4
-73.999953,40.729672,-73.984117,40.743352,5,2,5
-74.000547,40.723397,-74.005616,40.740693,1,10,2
-74.014039,40.708736,-73.972202,40.756558,1,10,5
-73.789025,40.644982,-73.991552,40.74468,2,14,2
-73.999372,40.733847,-73.964384,40.75478,1,6,3
-73.99141999999999,40.770164,-73.996206,40.74873,1,19,2
-73.99552800000001,40.679328000000005,-73.99073299999999,40.691318,1,7,1
-73.97521,40.745961,-74.000638,40.730664,1,22,4
-73.776737,40.645383,-73.908148,40.770107,1,6,0
-73.98084899999999,40.758604,-73.98898,40.757709000000006,1,15,2
-73.978312,40.762948,-73.958028,40.770297,1,19,1
-73.99982,40.721772,-73.998661,40.732098,1,19,4
-74.00725200000001,40.705328,-74.00713499999999,40.734755,3,22,0
-73.86501,40.770362,-73.99596,40.758982,3,10,5
-73.98482299999999,40.732603000000005,-73.948305,40.784738,1,4,6
-73.994683,40.725892,-73.99038,40.725037,1,21,1
-73.99031066894531,40.737892150878906,-73.98444366455078,40.76097869873047,5,22,1
-74.00019300000001,40.717716,-73.985708,40.744986,1,17,3
-73.995533,40.735912,-73.942392,40.78633,1,20,2
-73.973601,40.747772,-73.98213299999999,40.749095,4,1,6
-73.967508,40.763857,-73.94759300000001,40.771098,1,16,1
-73.978318,40.755052,-73.95965699999999,40.779693,2,10,3
-73.986135,40.719395,-73.902403,40.755358,1,1,4
-73.946048,40.779662,-73.96615,40.794877,2,9,5
-73.958212,40.768965,-73.96534,40.778035,1,21,1
-73.983148,40.751262,-73.992517,40.751792,1,1,6
-73.98935300000001,40.748152000000005,-73.98315699999999,40.730427,1,22,6
-73.99540999999999,40.725117,-73.97931,40.761777,1,8,1
-73.994056,40.751205,-73.978036,40.763403,1,5,2
-74.004734,40.737568,-73.97041,40.761347,1,9,2
-73.991911,40.770642,-73.978946,40.783369,1,20,2
-73.869872,40.749027000000005,-73.870098,40.770313,2,21,4
-73.99945799999999,40.731218,-74.002273,40.725514,1,10,3
-73.95415,40.821545,-73.974135,40.79159,2,8,3
-73.987172,40.770917,-73.99181,40.757895,1,20,1
-73.967433,40.766497,-73.971362,40.760993,2,19,5
-74.003652,40.72542,-73.872344,40.774523,1,6,1
-73.981821,40.768888,-73.974611,40.78836,2,21,2
-73.975274,40.765218,-73.794263,40.656348,1,10,1
-73.9493637084961,40.78080368041992,-73.95335388183594,40.77351379394531,1,13,6
-73.95406899999999,40.781396,-73.950851,40.785807,1,14,6
-74.00510899999999,40.728518,-73.978537,40.71359,2,22,1
0.0,0.0,-73.95619201660156,40.78816604614258,3,8,4
-73.947355,40.745244,-73.921328,40.756073,1,14,0
-73.980724,40.7702,-73.976226,40.779835,1,14,3
-73.962137,40.773588,-73.97779799999999,40.761625,1,9,1
-73.776808,40.645173,-73.600347,40.819928,1,10,3
-74.0010757446289,40.74707412719727,-74.0065689086914,40.73362350463867,1,12,0
0.0,0.0,0.0,0.0,1,23,6
-73.988579,40.734874,-73.98048399999999,40.74247,1,22,1
-73.98934200000001,40.72635,-73.977508,40.763233,1,6,2
-73.992888,40.742837,-73.98701,40.742985,1,22,5
-73.95162963867188,40.76958847045898,-74.00747680664062,40.70560073852539,1,8,0
-73.98496800000001,40.774277000000005,-73.990225,40.731707,3,6,0
-73.972574,40.743507,-73.95837,40.764503000000005,1,6,4
-73.97203,40.762007,-73.990433,40.740443,1,15,2
-73.982283,40.775495,-73.949685,40.827308,5,15,3
-73.9889,40.7189,-74.006592,40.705052,1,0,6
-73.968735,40.770122,-73.956523,40.783875,1,20,2
-73.984622,40.77259,-73.96880300000001,40.787752000000005,5,17,0
-73.79023000000001,40.665223,-73.988538,40.757443,1,16,1
-73.96891021728516,40.75729370117188,-73.95370483398438,40.770755767822266,2,23,1
-74.00263000000001,40.739492,-74.00031,40.723848,1,11,3
-73.960693,40.772442,-73.947854,40.777214,2,18,3
-73.986995,40.66832,-73.990302,40.686657,1,21,4
-73.994147,40.726627,-73.99042800000001,40.731237,1,19,5
-73.96535300000001,40.768928,-73.970385,40.762298,1,15,3
-73.955331,40.773448,-73.98093399999999,40.770888,1,21,0
-73.95912299999999,40.771725,-73.979998,40.75451,1,8,4
-74.004077,40.742722,-73.999597,40.733812,1,20,5
-73.782241,40.644423,-73.920857,40.616633,1,22,6
-73.99105899999999,40.714625,-74.012221,40.702747,1,2,6
-73.949855,40.813904,-73.98747,40.761333,1,1,6
-73.870687,40.773572,-73.940662,40.71388,1,11,4
-73.976045,40.752312,-74.00263199999999,40.760697,1,10,6
-73.97855377197266,40.68447113037109,-73.93110656738281,40.66910171508789,5,22,5
-74.00724792480467,40.741035461425774,-74.00364685058595,40.7419319152832,1,21,5
-73.997035,40.720552000000005,-74.00271500000001,40.749907,1,1,3
-74.004632,40.771808,-74.023613,40.76701,1,0,1
-73.98411999999999,40.75493,-73.97627800000001,40.758188,5,12,3
-73.961787,40.779557,-73.98388800000001,40.760955,4,17,1
-73.99199499999999,40.755585,-73.982427,40.742784,4,21,2
-73.99610799999999,40.723906,-73.976451,40.761097,1,12,0
-73.987622,40.754717,-73.955718,40.764140000000005,1,14,3
-73.991688,40.72716,-73.97874200000001,40.75966,1,9,3
-74.002305,40.740058000000005,-73.994182,40.750987,1,16,4
-74.000539,40.727157,-73.98370899999999,40.721331,1,20,2
-73.990725,40.718338,-73.982863,40.781682,2,22,0
-73.955374,40.819932,-73.939351,40.805152,1,16,0
-73.980018,40.783691,-73.976984,40.775799,2,13,1
-73.955363,40.785687,-73.953272,40.767647,1,15,3
-73.999572,40.733475,-74.00201700000001,40.739412,1,22,0
-74.007952,40.75147,-73.991497,40.744518,2,20,6
-73.99775,40.765113,-73.991744,40.749763,2,8,5
-73.99171,40.76643,-74.0091,40.70602,5,22,1
-73.97861999999999,40.750605,-73.98621,40.75255,1,13,5
-73.976001,40.744433,-73.979311,40.726658,4,22,6
-73.981945,40.741328,-74.00822,40.74654,1,8,4
0.0,0.0,0.0,0.0,1,23,3
-73.96669,40.763136,-73.982457,40.766769,1,9,0
-73.99569702148438,40.7164192199707,-74.01080322265625,40.71340942382813,1,19,3
-74.006783,40.703907,-73.979217,40.761047,1,7,0
-73.978001,40.782302,-73.968358,40.767876,1,12,5
-73.975279,40.745858,-73.949788,40.722263,1,20,0
-73.961577,40.764492,-74.015417,40.706502,1,2,2
-73.968117,40.755497,-73.96045699999999,40.715317,1,1,6
-73.874579,40.774043,-73.97625699999999,40.749221,1,23,4
-74.008165,40.705337,-74.005122,40.719833,1,9,3
-73.958487,40.815588,-73.96985500000001,40.797587,1,19,6
-74.004772,40.735357,-73.99167,40.726783000000005,1,13,0
-73.990072,40.756805,-73.98371800000001,40.7803,1,15,5
-73.96823499999999,40.754788,-73.987202,40.750646,2,19,5
-73.98559300000001,40.744334,-73.971874,40.757956,1,7,1
-73.958485,40.760227,-73.973628,40.723705,6,15,1
-73.97596,40.683862,-73.96968199999999,40.69255,1,23,3
-73.95701,40.783333,-73.976712,40.775246,1,17,4
-73.98073000000001,40.782317,-73.999735,40.685402,1,20,4
-73.990125,40.761762,-73.95746,40.689192,1,23,0
-74.001857,40.726377,-73.99281500000001,40.720452,4,22,0
-73.99561700000001,40.732752000000005,-73.969107,40.785408,1,0,4
-73.98963,40.772638,-74.00788,40.745248,1,8,1
-74.00556800000001,40.725565,-73.99155,40.736687,1,18,3
0.0,0.0,0.0,0.0,2,14,5
-73.983612,40.721553,-73.996225,40.732682,1,11,0
-73.86371,40.769567,-73.93906,40.66397,1,18,2
-73.989609,40.756294,-73.977947,40.753749,1,16,4
-74.00206700000001,40.739655,-73.966977,40.76141,1,23,3
-73.981038,40.782278000000005,-73.984775,40.779443,1,4,6
-74.006126,40.735231,-73.78234599999999,40.648728000000006,1,4,3
-73.957544,40.779807,-73.967332,40.756785,1,16,3
-73.98928000000001,40.763033,-74.00815300000001,40.738936,2,18,6
-74.007178,40.728327,-74.008308,40.711638,1,13,2
-73.981539,40.764424,-73.962787,40.811417,1,10,1
-73.93174300000001,40.795553000000005,-73.977565,40.77694,3,12,6
-73.954099,40.774749,-73.86901,40.754686,1,19,0
-73.968037,40.767922,-73.962683,40.774129,1,8,3
-73.9779,40.7521,-73.9551,40.7657,1,20,2
-74.006716,40.744081,-73.979036,40.776704,2,2,6
-73.986993,40.74951,-73.941823,40.801022,1,2,4
-73.990783,40.734937,-73.989835,40.729745,1,19,3
-73.963826,40.76121,-73.922689,40.742013,1,0,3
-73.95954499999999,40.813367,-73.983492,40.775003000000005,1,8,4
-73.992434,40.749146,-73.999922,40.74855,1,8,1
-73.968018,40.768023,-73.96348,40.774313,1,10,5
-73.971455,40.782563,-73.982363,40.758583,1,15,3
-73.994282,40.751407,-73.999077,40.761175,1,0,6
-73.981548,40.738852,-73.998698,40.745347,1,22,0
-73.962064,40.776266,-73.950244,40.769413,1,7,1
-73.862774,40.769029,-73.988396,40.753877,1,9,0
-73.957425,40.775147,-73.96730699999999,40.753567,1,10,4
-73.95318499999999,40.788737,-73.94708100000001,40.782464,1,16,3
-73.98163000000001,40.773735,-73.983062,40.764037,1,9,4
-74.006639,40.730943,-73.994551,40.750601,1,22,2
-73.980692,40.765135,-73.973857,40.750563,1,17,4
-73.95626800000001,40.77584,-73.948767,40.773702,1,20,1
-73.992277,40.737887,-73.9782,40.748233,1,1,6
-73.969417,40.758297,-73.950625,40.771053,1,14,3
-73.94514000000001,40.77875,-73.939417,40.790485,2,18,2
-73.959765,40.773613,-73.96822,40.765251,1,12,2
-73.955428,40.779485,-73.98698900000001,40.766069,1,20,3
-73.996792,40.763008,-73.978706,40.744868,1,21,5
-73.977513,40.746532,-73.966585,40.756578000000005,1,22,4
-73.979897,40.765997,-73.989188,40.759647,1,19,2
-73.978585,40.761478,-73.995072,40.765127,1,10,1
-73.977202,40.790112,-73.981512,40.781237,1,21,6
-73.952813,40.791827000000005,-73.955565,40.777722,1,10,2
-74.01329799999999,40.705266,-73.965187,40.762665000000005,1,13,4
-74.007553,40.705083,-74.008223,40.738240000000005,1,22,4
0.0,0.0,0.0,0.0,1,15,3
-73.987825,40.72122,-73.993075,40.713972,1,22,1
-73.95137700000001,40.782529,-73.90977600000001,40.772157,1,0,1
-73.95139499999999,40.770132,-73.976775,40.78026,1,12,0
-73.987012,40.766781,-73.973381,40.757148,1,11,1
-73.95022900000001,40.7724,-73.963433,40.754723,1,9,5
-73.97367,40.748332,-73.98028199999999,40.742735,3,18,4
-73.99874,40.7135,-74.0099,40.72013,1,10,3
-73.972368,40.756991,-74.007323,40.742594,1,21,1
-73.8732,40.7741,-73.9816,40.7326,1,17,5
-73.98205,40.730253000000005,-73.996078,40.732134,1,20,3
-73.95973000000001,40.770935,-73.966463,40.759805,1,18,6
-73.98252,40.748555,-73.975911,40.756188,2,17,6
-73.871002,40.77369,-73.97312,40.758572,1,10,0
-73.98716999999999,40.757353,-74.007148,40.734512,2,1,2
-73.97131800000001,40.751001,-73.861775,40.768389,1,14,4
-73.965753,40.765507,-74.00364300000001,40.745805,5,20,1
-73.968978,40.763515000000005,-73.96540300000001,40.768868,1,18,0
-73.98889799999999,40.718819,-74.001814,40.740603,1,2,5
-73.9883,40.747472,-73.970618,40.762412,2,15,1
-73.967941,40.76723,-73.965615,40.758884,1,11,2
-73.96413100000001,40.764795,-73.978477,40.772204,1,15,4
-73.985703,40.755862,-74.006603,40.730218,1,14,2
-73.789458,40.646848,-73.976438,40.751818,1,16,6
-73.98693100000001,40.768369,-73.989611,40.757075,1,8,3
-73.973979,40.7641,-73.973979,40.7641,1,14,1
-73.987212,40.76599,-73.979248,40.790984,2,22,0
0.0,0.0,0.0,0.0,1,21,4
-73.947352,40.775917,-73.990977,40.755755,2,22,0
-73.98266600000001,40.739316,-73.980965,40.746954,2,18,5
-73.957555,40.773485,-73.972075,40.760272,1,17,5
-74.01420999999999,40.704457,-73.968471,40.757488,1,16,3
-74.002002,40.724477,-73.979152,40.75009,5,15,6
-73.98225,40.731727,-73.967742,40.755358,1,20,4
-73.997843,40.750879,-73.999332,40.740123,2,20,5
-73.992267,40.734401,-73.990042,40.774736,1,0,1
-73.9752,40.7556,-74.0011,40.7467,1,18,6
-73.961393,40.773901,-74.002834,40.717308,1,8,3
-74.00841199999999,40.713813,-73.994407,40.745183,1,1,3
-73.97393000000001,40.76315,-73.97393000000001,40.76315,1,20,3
-73.942622,40.790542,-73.967957,40.755963,2,4,1
-73.96658000000001,40.772838,-73.975862,40.752595,4,23,4
-74.008039,40.742303,-73.998836,40.744535,4,20,4
-74.00742199999999,40.723352,-74.00012199999999,40.726757,2,0,4
-74.00200699999999,40.719645,-74.006742,40.742573,4,15,6
-73.954627,40.765627,-73.960842,40.759697,5,12,3
0.0,0.0,0.0,0.0,1,23,5
-73.98524,40.774189,-73.947727,40.775062,2,17,6
-73.975285,40.765240000000006,-73.993945,40.740237,2,9,5
-73.994102,40.741404,-74.001859,40.719472,1,14,2
-73.928979,40.7046,-73.959627,40.676093,4,2,1
0.0,0.0,0.0,0.0,1,0,6
-74.004533,40.707451,-73.99637,40.72042,1,14,6
-73.99786800000001,40.73373,-73.96940699999999,40.744137,1,10,2
-73.956673,40.766805,-73.963176,40.776822,3,10,5
-73.98998,40.733655,-73.958466,40.72204,2,0,5
-73.99562,40.73881,-73.98293000000001,40.7445,1,8,4
-73.984296,40.761109000000005,-74.017924,40.709453,1,21,1
-74.00025699999999,40.742740000000005,-73.986408,40.730293,1,5,5
-73.988293,40.734602,-73.989133,40.721818,1,23,0
-73.93932,40.801847,-73.951418,40.79111,1,13,2
-73.975275,40.765198,-73.861548,40.7683,5,18,1
0.0,0.0,0.0,0.0,3,9,2
-73.977298,40.742797,-73.98984200000001,40.735687,1,21,5
-73.975335,40.74113,-74.014205,40.714777000000005,1,8,4
-73.972848,40.756403000000006,-73.972848,40.756403000000006,5,16,1
-73.95626831054686,40.77825927734375,-73.96941375732422,40.78545379638672,2,18,2
-73.98727416992188,40.744571685791016,-73.93217468261719,40.77148818969727,1,9,2
-73.958189,40.710354,-73.982793,40.757096,1,18,5
-73.978412,40.762427,-73.776473,40.64503,1,10,3
-73.98641500000001,40.755678,-73.981032,40.751523,1,5,3
-73.97676086425781,40.75910949707031,-73.97777557373048,40.75372695922852,1,20,6
-73.984222,40.742502,-74.004963,40.741085,1,23,1
-73.985022,40.767977,-73.982387,40.773262,6,17,5
-73.983963,40.738317,-73.98231899999999,40.749058000000005,1,11,2
-73.978134,40.745714,-73.95269300000001,40.76643,2,23,5
-73.984032,40.756453,-73.96663199999999,40.77218,1,11,0
-73.979008,40.74044,-73.99412,40.720182,5,0,5
-73.961927,40.776133,-73.973677,40.78456,1,11,4
-73.956615,40.767603,-73.965367,40.769688,2,17,5
0.0,0.0,0.0,0.0,1,13,3
-73.958347,40.781485,-73.94704300000001,40.78421,1,10,3
0.0,0.0,-73.9877700805664,40.75072479248047,1,12,4
-73.86310577392578,40.76877212524415,-74.00051879882812,40.73979187011719,2,13,6
-73.78992099999999,40.646392,-73.872619,40.774308000000005,1,15,3
-73.976513,40.775314,-73.978034,40.759559,4,13,0
-73.94006999999999,40.708972,-73.908427,40.683957,1,3,6
-73.969836,40.756878,-73.95451,40.780846,1,12,6
-73.990655,40.724365,-73.975842,40.756965,6,14,6
-73.995013,40.760145,-73.974053,40.795695,1,2,4
-73.98366,40.775825,-73.96346199999999,40.765715,1,9,3
-73.9926,40.753172,-73.908508,40.816192,1,17,3
-73.9762191772461,40.7601432800293,-73.98805236816406,40.74576187133789,1,18,6
-74.00160799999999,40.746746,-73.989603,40.703888,1,2,5
-73.980106,40.739031,-73.968932,40.75037,1,14,6
-73.977275,40.753612,-74.001692,40.719757,1,22,3
-73.98859300000001,40.748328,-73.978252,40.741533,1,23,0
-73.988906,40.760266,-73.961779,40.771018,2,23,3
-73.96253204345702,40.767391204833984,-73.95326232910156,40.7646598815918,2,7,1
-73.99566650390625,40.75436019897461,-73.99063110351562,40.72468948364258,3,23,2
-73.993955,40.732037,-73.991817,40.725997,5,14,2
-73.872915,40.774296,-73.97833299999999,40.764848,4,11,3
-73.980898,40.744625,-74.000697,40.729733,1,20,5
-73.977428,40.753347,-73.989038,40.752002000000005,1,16,0
-73.98257,40.775290000000005,-73.97233299999999,40.759702,1,21,0
-73.98925799999999,40.736342,-74.011072,40.708308,1,17,4
-73.956673,40.767042,-73.97325,40.747922,1,13,5
-74.005455,40.745762,-73.99227900000001,40.730481,1,6,3
-73.98162078857422,40.77260208129883,-73.968017578125,40.76692581176758,6,13,1
-73.969,40.802,-73.9409,40.7925,3,22,0
-73.97130600000001,40.751922,-73.992048,40.742632,2,12,3
-73.96006,40.77357,-73.98404000000001,40.749332,1,18,4
-73.968,40.771078,-73.96210500000001,40.779348,1,17,5
-73.963975,40.76613,-73.980685,40.756037,5,9,3
-73.993179,40.722221000000005,-73.98995,40.729421,1,20,1
-73.995777,40.72419,-73.98436,40.758745000000005,5,0,1
-73.88517,40.772999,-73.980117,40.739098,1,10,5
-73.97248,40.752552,-73.96883299999999,40.785983,2,18,0
-73.989824,40.733803,-73.990402,40.75676,1,11,3
-73.996437,40.758315,-73.977092,40.793692,1,7,2
-73.985929,40.757488,-74.00544000000001,40.725583,1,9,3
-73.996026,40.732248,-73.979749,40.737683,3,21,1
0.0,0.0,0.0,0.0,1,16,0
-73.979842,40.781007,-73.975838,40.788903000000005,5,10,6
-73.978073,40.783582,-73.98666999999999,40.766687,5,1,6
-73.954829,40.76581,-73.979474,40.748883,1,18,1
-74.000068,40.732904,-73.96996700000001,40.760295,1,14,0
-73.993725,40.727232,-73.987983,40.735442,1,2,4
-73.97850799999999,40.751837,-73.980407,40.767638,1,9,1
-73.982607,40.742647,-73.990882,40.750392,2,6,5
-73.988466,40.760174,-73.982225,40.770452,1,16,0
-73.985297,40.758828,-73.991357,40.750153000000005,1,18,5
-73.977087,40.755835,-73.995727,40.767942,1,15,6
-73.98669,40.776837,-73.988302,40.761497,1,9,6
-73.988522,40.7483,-73.93485799999999,40.769447,1,22,3
-73.95309448242188,40.7760009765625,-73.97417449951173,40.77866744995117,2,3,6
-73.958007,40.765897,-74.002015,40.723097,5,15,3
-73.96204376220702,40.7763900756836,-73.95899200439453,40.78060150146485,1,12,3
-73.980137,40.748694,-73.990177,40.740657,1,7,3
-73.985968,40.735153,-73.99329300000001,40.727734000000005,1,20,4
-73.984385,40.71535,-73.984148,40.72943,1,8,3
-73.995979,40.732996,-73.99731,40.747007,1,7,6
-73.987585,40.75002,-73.98125,40.75364,5,23,5
-73.987588,40.75047,-73.982107,40.762397,1,18,0
-73.95492,40.779317,-73.96280300000001,40.776637,2,15,1
-73.987997,40.737668,-73.996832,40.762943,1,14,0
-73.980448,40.755838,-73.98411800000001,40.730222,1,11,6
0.0,0.0,0.0,0.0,1,8,1
-73.98236800000001,40.745553,-73.99281500000001,40.757877,1,9,1
-73.975187,40.745767,-74.00272,40.743537,1,9,4
-73.94705963134766,40.78451919555664,-73.99141693115234,40.751289367675774,6,7,6
-73.97486877441406,40.72968292236328,-73.96424865722656,40.76218795776367,1,17,0
-73.985148,40.763213,-73.98609300000001,40.757408,1,13,2
-73.99928299999999,40.727797,-73.97385799999999,40.750942,2,1,0
-73.954141,40.774608,-73.950785,40.771351,1,17,4
-73.970465,40.764107,-73.982795,40.768997,1,21,6
-73.968867,40.762177,-74.000782,40.757605,1,12,3
-73.990935,40.734697,-74.009385,40.738762,2,21,4
0.0,0.0,0.0,0.0,1,17,0
-73.86592102050781,40.77080154418945,-73.98191833496094,40.766151428222656,1,18,5
-74.00407,40.725412,-73.958698,40.722173,1,23,5
-73.9713,40.7976,-73.9696,40.7937,2,16,4
-73.983584,40.718663,-74.010048,40.733877,1,0,0
-73.97474,40.742057,-73.947255,40.77207,1,22,1
-73.980497,40.721942,-73.98214,40.73842,1,14,5
-74.00573,40.72697,-73.98867,40.73701,1,10,6
-73.981773,40.732512,-73.962393,40.766692,1,22,5
-73.99096,40.760795,-73.97787199999999,40.74657,1,21,6
-73.98565699999999,40.760207,-73.991838,40.74653,4,22,3
-74.004338,40.731032,-74.006452,40.738613,5,4,5
-73.980375,40.76377,-73.97540500000001,40.762205,1,7,0
-73.998463,40.718503000000005,-74.01618,40.714947,3,22,5
-73.99335,40.755344,-73.985596,40.754322,2,2,0
-73.98939399999999,40.726429,-73.975285,40.758068,1,2,5
-73.99577,40.764590000000005,-74.000352,40.747955,1,22,6
-74.000752,40.742252,-73.984735,40.765632,1,16,6
-73.991265,40.717298,-73.975779,40.750921000000005,1,7,1
-73.98465728759766,40.775001525878906,-73.9513931274414,40.79121398925781,1,7,2
-73.990167,40.737119,-73.936431,40.820639,1,20,4
-73.98913399999999,40.756822,-73.97623,40.764944,1,5,2
-73.975663,40.748923,-73.96929499999999,40.760627,5,13,0
-74.00042724609375,40.72744369506836,-73.98614501953125,40.75984191894531,1,1,4
-73.951923,40.766695,-73.969817,40.76315,1,8,2
-73.957105,40.777557,-73.978725,40.747468,2,11,3
-73.989132,40.73991,-73.985254,40.759414,2,22,0
-73.95310974121094,40.767742156982415,-74.0040283203125,40.74788665771485,1,14,5
-73.959436,40.814436,-74.00676700000001,40.718992,2,18,5
-73.999595,40.722317,-74.005267,40.72636,1,17,2
-73.958985,40.771485,-73.94726899999999,40.779883,1,21,3
-73.97318267822266,40.76412963867188,-73.98572540283203,40.74800491333008,1,23,3
-73.845345,40.741609,-73.985814,40.768376,1,17,3
-73.95371,40.77508,-73.978652,40.76734,1,11,4
-73.985539,40.73163,-73.872451,40.774524,2,13,6
-73.990452,40.746942,-74.00658,40.720747,1,13,0
-73.975752,40.740622,-73.97455500000001,40.755182,1,18,1
-73.980971,40.744585,-73.944277,40.714269,1,20,3
-73.981808,40.746474,-73.99772,40.719481,1,21,1
-73.964075,40.807971,-73.976605,40.785252,1,19,6
-74.0006332397461,40.75778579711913,-73.97048950195312,40.76456451416016,1,12,4
-74.003978,40.731707,-73.964873,40.806479,1,21,2
-73.96774291992188,40.7619514465332,-73.8867416381836,40.75268173217773,3,16,6
-73.962713,40.75854,-74.00067,40.713692,1,21,3
-73.991196,40.765458,-73.98988299999999,40.775662,2,23,4
-74.01217199999999,40.707474,-73.962052,40.693007,1,22,1
-73.979435,40.776432,-73.98954,40.762635,1,2,1
-73.97985600000001,40.743208,-73.962604,40.75887,1,19,1
-73.98383199999999,40.761707,-73.989375,40.75118,5,13,0
-73.971674,40.757124,-74.000182,40.726407,2,15,6
-73.97988000000001,40.74674,-74.00314,40.7564,1,10,6
-73.977817,40.754385,-74.00896,40.707373,2,20,5
-73.994568,40.726019,-73.980426,40.777214,2,1,6
-73.989362,40.774397,-73.98082,40.774937,5,14,1
-73.86648199999999,40.771155,-73.959295,40.771387,1,22,5
-73.990185,40.746443,-73.78196700000001,40.644303,2,13,4
-74.00676899999999,40.751377000000005,-73.994585,40.750608,1,17,0
-73.987257,40.72914,-74.01472700000001,40.718057,1,4,6
-73.990475,40.756507,-73.976135,40.761013,1,6,4
-73.981413,40.750048,-73.98128299999999,40.779413,1,20,0
-73.992683,40.743039,-73.9836,40.759291,1,17,0
-73.980579,40.774844,-73.975492,40.753455,1,15,1
-74.007672,40.731575,-74.000629,40.735647,1,20,5
-73.96183776855469,40.71060562133789,-73.93865203857422,40.68631362915039,5,4,6
-73.969275,40.764192,-73.861564,40.768348,1,6,5
-73.979067,40.747585,-74.016285,40.710155,2,11,4
-73.99695,40.7473,-74.00465,40.74205,2,13,3
-73.961635,40.777042,-73.955077,40.786025,1,11,1
-73.997507,40.761367,-73.982668,40.756643,1,9,1
-73.987259,40.770278000000005,-73.989951,40.75231,1,13,4
-73.97666931152342,40.7592658996582,-73.98948669433594,40.74000930786133,1,22,2
-73.987806,40.760354,-73.96668199999999,40.767169,2,22,4
-73.992488,40.733953,-73.997937,40.727934000000005,1,13,0
-73.97887800000001,40.750658,-73.981705,40.764602,1,17,2
-73.992952,40.748067,-73.975693,40.788865,3,0,4
-73.986502,40.742902,-73.97420699999999,40.760357,5,17,4
-73.982125,40.775358,-74.005943,40.742108,3,16,2
-73.992083,40.721957,-74.00715699999999,40.718465,2,4,4
-73.97076,40.75809,-73.977151,40.75234,1,12,3
-73.864129,40.770206,-73.971907,40.7496,1,20,2
-73.992058,40.742633000000005,-74.01398499999999,40.712122,1,9,3
